date,startup,vertical,subvertical,location,investor,investment_type,amount,month,year
22-01-2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Ch,Seed Funding,0,1,2016
22-01-2016,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Chandigarh Angels Network,Seed Funding,0,1,2016
22-01-2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Arihant Patni of Patni Family Office,Seed Funding,0,1,2016
22-01-2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Avnish Mehra,Seed Funding,0,1,2016
22-01-2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Pranay Adhvaryu,Seed Funding,0,1,2016
22-01-2016,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,Ravi Sampat,Seed Funding,0,1,2016
22-01-2016,Silvan,Technology,Home Automation & Security Solutions,Bangalore,The Chennai Angels,Seed Funding,4.198,1,2016
22-01-2016,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,285.32,1,2016
22-01-2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,Institutional Venture Partners,Private Equity,244.56,1,2016
22-01-2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,Norwest Venture Partners,Private Equity,244.56,1,2016
22-01-2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,Lightspeed Venture Partners,Private Equity,244.56,1,2016
22-01-2016,Qubole,Technology,Enterprise Cloud Based Data Processing,Bangalore,CRV,Private Equity,244.56,1,2016
22-01-2016,Gajty,Healthcare,Salons & Spa Chain,Gurgaon,Purvi Ventures,Seed Funding,0,1,2016
25-01-2016,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,1.223,1,2016
25-01-2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,N,Private Equity,171.192,1,2016
25-01-2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,an Nilekani,Private Equity,171.192,1,2016
25-01-2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,Accel Partners,Private Equity,171.192,1,2016
25-01-2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,Kalaari Capital,Private Equity,171.192,1,2016
25-01-2016,Power2SME,Consumer Internet,SME Online Buying Hub,Gurgaon,Inventus Capital,Private Equity,171.192,1,2016
25-01-2016,SkyCandle,eCommerce,Home D\\xc3\\xa9cor Product etailer,New Delhi,GPA group,Private Equity,0,1,2016
27-01-2016,Teabox.com,eCommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,0,1,2016
27-01-2016,Buildzar,eCommerce,Construction Material ETailer,Gurgaon,Puneet Dalmia,Private Equity,32.608,1,2016
27-01-2016,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bangalore,Undisclosed Investors,Seed Funding,8.152,1,2016
27-01-2016,WhatsOnRent,eCommerce,Online Rental Marketplace,Bangalore,Lalit Mangal,Seed Funding,0,1,2016
27-01-2016,WhatsOnRent,eCommerce,Online Rental Marketplace,Bangalore,Others,Seed Funding,0,1,2016
28-01-2016,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Undisclosed Investors,Seed Funding,8.152,1,2016
28-01-2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Anupam Mittal,Seed Funding,3.016,1,2016
28-01-2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Amit Gupta,Seed Funding,3.016,1,2016
28-01-2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Utsav Somani,Seed Funding,3.016,1,2016
28-01-2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Neeraj Goenka,Seed Funding,3.016,1,2016
28-01-2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Farooq Adam Mukadam,Seed Funding,3.016,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,TV Moh,Seed Funding,0,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,as Pai,Seed Funding,0,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,Mohit Saxena,Seed Funding,0,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,Raghun,Seed Funding,0,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,an G,Seed Funding,0,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,Singapore Angel Network,Seed Funding,0,1,2016
28-01-2016,JustDoc,Consumer Internet,Medical Video Consultation platform,Bangalore,Tracxn Labs,Seed Funding,0,1,2016
28-01-2016,Myeglu,Technology,Connected Smart Home Solutions,Bangalore,Foxconn Technology Group,Seed Funding,0,1,2016
29-01-2016,BitGiving,Consumer Internet,Crowdfunding Platform,New Delhi,Harminder Sahani,Seed Funding,0,1,2016
29-01-2016,BitGiving,Consumer Internet,Crowdfunding Platform,New Delhi,Krishna Mehra,Seed Funding,0,1,2016
29-01-2016,BitGiving,Consumer Internet,Crowdfunding Platform,New Delhi,Sanjay Bakshi,Seed Funding,0,1,2016
29-01-2016,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,1.304,1,2016
29-01-2016,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,0,1,2016
29-01-2016,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,TermSheet,Seed Funding,1.508,1,2016
29-01-2016,Aisle,Consumer Internet,Indians focused Matchmaking App,Bangalore,ah! Ventures,Seed Funding,1.508,1,2016
29-01-2016,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,Zodius Technology Opportunities Fund,Private Equity,138.584,1,2016
29-01-2016,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bangalore,Lightspeed Venture Partners,Private Equity,138.584,1,2016
29-01-2016,Truebil,eCommerce,Online marketplace for cars,Mumbai,Kalaari Capital,Private Equity,41.983,1,2016
29-01-2016,Truebil,eCommerce,Online marketplace for cars,Mumbai,Inventus Capital,Private Equity,41.983,1,2016
29-01-2016,Truebil,eCommerce,Online marketplace for cars,Mumbai,Tekton Ventures,Private Equity,41.983,1,2016
29-01-2016,Truebil,eCommerce,Online marketplace for cars,Mumbai,Kae Capital,Private Equity,41.983,1,2016
29-01-2016,Rare Media,Technology,Mobile & Cloud based App developer,New Delhi,Info Edge (India) Ltd,Private Equity,8.967,1,2016
29-01-2016,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,0,1,2016
29-01-2016,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,0,1,2016
30-01-2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Amit Patni,Seed Funding,0,1,2016
30-01-2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Anirudh Damani,Seed Funding,0,1,2016
30-01-2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Samir Shah,Seed Funding,0,1,2016
30-01-2016,DesignBids,Consumer Internet,Interior Design Marketplace,New Delhi,Indian Angel Network,Seed Funding,0,1,2016
12-01-2015,CollegeDekho,Online Education Platform,0,Jaipur,Girnar Software,Seed Funding,8.152,1,2015
12-01-2015,Black White Orange Brands,Brand Licensing Startup,0,Mumbai,YouWeCan Ventures,Seed Funding,0,1,2015
12-01-2015,Bite Club,Gourmet Food Discovery & Delivery platform,0,Gurgaon,GrowX Ventures,Private Equity,0,1,2015
12-01-2015,Patel Logistics,Transportation,0,Mumbai,Frontline Strategy,Private Equity,45.651,1,2015
12-01-2015,Wigzo,Enterprise Marketing Automation platform,0,New Delhi,Aarin Capital,Seed Funding,4.076,1,2015
12-01-2015,Wigzo,Enterprise Marketing Automation platform,0,New Delhi,TV Moh,Seed Funding,4.076,1,2015
12-01-2015,Wigzo,Enterprise Marketing Automation platform,0,New Delhi,as Pai,Seed Funding,4.076,1,2015
12-01-2015,Godof Hospitals,Digital Healthcare,0,New Delhi,Pankaj Gupta,Seed Funding,16.304,1,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Lashit Sanghvi,Seed Funding,12.228,2,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Nikhil Vora,Seed Funding,12.228,2,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Venkat Vardhan,Seed Funding,12.228,2,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Mohammed Bin Abdul Rehman Al Khalifa,Seed Funding,12.228,2,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Ralph Berezan,Seed Funding,12.228,2,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Vissal Mathew,Seed Funding,12.228,2,2015
12-02-2015,RoomsTonite,Last Minute Hotel Booking App,0,Bangalore,Balamurali Krishna,Seed Funding,12.228,2,2015
12-02-2015,KAARYAH,Womens Fashion Wear Portal,0,New Delhi,The Saha Fund,Private Equity,0,2,2015
12-02-2015,KAARYAH,Womens Fashion Wear Portal,0,New Delhi,TV Moh,Private Equity,0,2,2015
12-02-2015,KAARYAH,Womens Fashion Wear Portal,0,New Delhi,as Pai,Private Equity,0,2,2015
12-03-2015,Anakage,Product Learning platform,0,Bangalore,CIO Angel Network (CAN),Seed Funding,0,3,2015
12-03-2015,EasyKhaana,Online Food Ordering & Delivery platform,0,New Delhi,Undisclosed Investors,Seed Funding,0.815,3,2015
12-03-2015,Shuttl,App based Bus Pooling Services,0,Gurgaon,Sequoia Capital,Private Equity,163.04,3,2015
12-03-2015,Shuttl,App based Bus Pooling Services,0,Gurgaon,Times Internet,Private Equity,163.04,3,2015
12-03-2015,Shuttl,App based Bus Pooling Services,0,Gurgaon,One more Fund,Private Equity,163.04,3,2015
12-03-2015,Eckovation,Social Learning Platform,0,New Delhi,Ch,Seed Funding,0,3,2015
12-03-2015,Eckovation,Social Learning Platform,0,New Delhi,Chandigarh Angels Network,Seed Funding,0,3,2015
12-03-2015,Fitcircle,Social Fitness platform,0,Mumbai,Beerud Sheth,Seed Funding,0,3,2015
12-03-2015,Fitcircle,Social Fitness platform,0,Mumbai,Ravi Mantha,Seed Funding,0,3,2015
12-04-2015,AppLop,On Demand Mobile app developer,0,Kolkata,GHV Accelerator,Seed Funding,0.815,4,2015
12-04-2015,CaRPM,Car Maintenance & Management mobile app,0,Gurgaon,GHV Accelerator,Seed Funding,0.815,4,2015
12-04-2015,NDTV Wedding portal,Online Wedding Marketplace,0,New Delhi,CerraCap,Private Equity,163.04,4,2015
12-04-2015,Splitkart,Splitting Bills Mobile App,0,New Delhi,Rajesh Sawhney,Seed Funding,0,4,2015
12-04-2015,Splitkart,Splitting Bills Mobile App,0,New Delhi,Anupam Mittal,Seed Funding,0,4,2015
12-04-2015,Splitkart,Splitting Bills Mobile App,0,New Delhi,Dinesh Agarwal,Seed Funding,0,4,2015
12-04-2015,Splitkart,Splitting Bills Mobile App,0,New Delhi,Gaurav Gupta,Seed Funding,0,4,2015
12-07-2015,Zenatix,IOT Energy Management Analytics platform,0,Gurgaon,Blume Ventures,Private Equity,0,7,2015
12-07-2015,Customfurnish,Custom Made furniture e-tailer,0,Hyderabad,Agnus Capital,Private Equity,36.684,7,2015
12-07-2015,Faasos,QSR Chain,0,Pune,RuNet,Private Equity,244.56,7,2015
12-07-2015,Faasos,QSR Chain,0,Pune,Sequoia Capital,Private Equity,244.56,7,2015
12-07-2015,Faasos,QSR Chain,0,Pune,Lightbox Ventures,Private Equity,244.56,7,2015
12-07-2015,Vlurn,E-Learning Service Provider,0,Mumbai,Vidyadhar Sarfare,Seed Funding,0,7,2015
12-07-2015,Leaf Wearables,Smart Safety Wearable Devices,0,New Delhi,Ajeet Khurana Jinesh Shah,Seed Funding,2.038,7,2015
12-07-2015,Leaf Wearables,Smart Safety Wearable Devices,0,New Delhi,Vikram Chachra,Seed Funding,2.038,7,2015
12-07-2015,Leaf Wearables,Smart Safety Wearable Devices,0,New Delhi,Dr. Aniruddha Malpani,Seed Funding,2.038,7,2015
12-07-2015,Coolshare,Cab Sharing service Mobile app,0,Mumbai,Gopal Aggarwal,Seed Funding,0.815,7,2015
12-08-2015,mFicient,Cloud Enterprise Mobility Platform,0,New Delhi,Undisclosed Investors,Seed Funding,0,8,2015
12-08-2015,HeyBiz,Online Shopping Assistant Mobile app,0,New Delhi,Shopclues,Seed Funding,0,8,2015
12-08-2015,Yumist,Home Cooked Food Order & Delivery platform,0,Gurgaon,Unilazer Ventures,Private Equity,16.304,8,2015
12-08-2015,Yumist,Home Cooked Food Order & Delivery platform,0,Gurgaon,Orios Ventures Partners,Private Equity,16.304,8,2015
12-08-2015,Yumist,Home Cooked Food Order & Delivery platform,0,Gurgaon,Steven Lurie,Private Equity,16.304,8,2015
12-09-2015,Jigsaw Academy,Online School for Analytics learning,0,Bangalore,Manipal Global Education Services,Private Equity,24.456,9,2015
12-09-2015,JoeHukum,Chat based personal Assistant App,0,Gurgaon,Tracxn Labs,Seed Funding,0,9,2015
12-09-2015,JoeHukum,Chat based personal Assistant App,0,Gurgaon,Jitendra Gupta,Seed Funding,0,9,2015
12-09-2015,JoeHukum,Chat based personal Assistant App,0,Gurgaon,Prashant T,Seed Funding,0,9,2015
12-09-2015,JoeHukum,Chat based personal Assistant App,0,Gurgaon,on,Seed Funding,0,9,2015
12-09-2015,Voxweb,Picture creation & Social mobile app,0,Mumbai,Undisclosed Investors,Seed Funding,2.853,9,2015
12-09-2015,Aye Finance,Nonbanking finance company,0,New Delhi,SAIF Partners,Private Equity,24.456,9,2015
12-09-2015,Aye Finance,Nonbanking finance company,0,New Delhi,Accion,Private Equity,24.456,9,2015
12-09-2015,JumboBasket,eCommerce returns etailer,0,Chandigarh,Ch,Seed Funding,0,9,2015
12-09-2015,JumboBasket,eCommerce returns etailer,0,Chandigarh,Chandigarh Angels Network,Seed Funding,0,9,2015
12-10-2015,BlackBuck,Online Freight Services Aggregator,0,Bangalore,Tiger Global Management,Private Equity,203.8,10,2015
12-10-2015,BlackBuck,Online Freight Services Aggregator,0,Bangalore,Yuri Milner,Private Equity,203.8,10,2015
12-10-2015,BlackBuck,Online Freight Services Aggregator,0,Bangalore,Apoletto,Private Equity,203.8,10,2015
12-10-2015,BlackBuck,Online Freight Services Aggregator,0,Bangalore,Accel Partners,Private Equity,203.8,10,2015
12-10-2015,BlackBuck,Online Freight Services Aggregator,0,Bangalore,Flipkart,Private Equity,203.8,10,2015
12-10-2015,HomeStudio,Online Branded Furniture etailer,0,Bangalore,Bren Corporation,Private Equity,40.76,10,2015
12-10-2015,PropheSee,Digital Analytics Platform,0,New Delhi,Indian Angel Network,Seed Funding,4.076,10,2015
12-10-2015,PropheSee,Digital Analytics Platform,0,New Delhi,Stanford Angels,Seed Funding,4.076,10,2015
12-10-2015,PropheSee,Digital Analytics Platform,0,New Delhi,Entrepreneurship (CIIE),Seed Funding,4.076,10,2015
12-10-2015,i2e1,Internet Network Infrastructure Services,0,New Delhi,GrowX Ventures,Seed Funding,4.076,10,2015
12-10-2015,Holisol Logistics,Supply Chain & Logistics Solutions,0,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,81.52,10,2015
12-10-2015,Stay Simple Resorts,Holiday Resort Chain,0,Bangalore,Mr. Sudhir,Seed Funding,0,10,2015
12-10-2015,Stay Simple Resorts,Holiday Resort Chain,0,Bangalore,Ms. Shalini Sethi,Seed Funding,0,10,2015
12-10-2015,Stay Simple Resorts,Holiday Resort Chain,0,Bangalore,Mr. Praveen Someshwar,Seed Funding,0,10,2015
12-10-2015,Paynear,MobilePointofSalesolutions,0,Hyderabad,Mitesh Majithia,Private Equity,20.38,10,2015
12-10-2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,0,Mumbai,Sequoia Capital,Private Equity,570.64,10,2015
12-10-2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,0,Mumbai,Blume Ventures,Private Equity,570.64,10,2015
12-10-2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,0,Mumbai,Unicorn Ventures,Private Equity,570.64,10,2015
12-10-2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,0,Mumbai,Other,Private Equity,570.64,10,2015
12-11-2015,EureQa,Test Automation SAAS platform,0,Hyderabad,Sashi Reddy,Seed Funding,4.891,11,2015
12-11-2015,EureQa,Test Automation SAAS platform,0,US,Sashi Reddy,Seed Funding,4.891,11,2015
12-11-2015,EureQa,Test Automation SAAS platform,0,Hyderabad,Gabriel Investments,Seed Funding,4.891,11,2015
12-11-2015,EureQa,Test Automation SAAS platform,0,US,Gabriel Investments,Seed Funding,4.891,11,2015
12-11-2015,LocalCircles,Citizens Engagement Platform,0,Noida,An,Private Equity,0,11,2015
12-11-2015,LocalCircles,Citizens Engagement Platform,0,Noida,Mahindra,Private Equity,0,11,2015
12-11-2015,GetFocus,Indoor Navigation & Analytics Solutions,0,Mumbai,Undisclosed Investors,Seed Funding,0,11,2015
12-11-2015,UrbanClap,Hyperlocal On-Demand Household Services platform,0,Gurgaon,Ratan Tata,Private Equity,0,11,2015
12-11-2015,OnlineRTI,Online RTI application services,0,Bangalore,LetsVenture Angel Fund,Seed Funding,1.223,11,2015
12-11-2015,OnlineRTI,Online RTI application services,0,Bangalore,Moh,Seed Funding,1.223,11,2015
12-11-2015,OnlineRTI,Online RTI application services,0,Bangalore,as Pai,Seed Funding,1.223,11,2015
12-11-2015,Powerstores,ECommerce Website Creation SAAS platform,0,Goa,Extreme Venture Partners William Bissell,Seed Funding,0,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,Rajan An,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,An,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,Zoya Akhtar,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,Reema Kagati,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,Ruchi Narain,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,Amrish Kumar,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,Hrishikesh Par,Seed Funding,8.152,11,2015
12-11-2015,Weddingz.in,Wedding Venues & Vendors Marketplace,0,Mumbai,ekar,Seed Funding,8.152,11,2015
12-11-2015,Intelligent Interfaces,Interface development platform for Government officials,0,Bangalore,Sachin Bansal,Seed Funding,0,11,2015
12-11-2015,Intelligent Interfaces,Interface development platform for Government officials,0,Bangalore,Binny Bansal,Seed Funding,0,11,2015
14-12-2015,Capricoast,Modular Furnishings Marketplace,0,Bangalore,Accel Partners,Private Equity,28.532,12,2015
14-12-2015,Capricoast,Modular Furnishings Marketplace,0,Bangalore,RB Investments,Private Equity,28.532,12,2015
14-12-2015,JetSetGo,PrivateJet/HelicopterMarketplace,0,Bangalore,Puneet Dalmia,Private Equity,0,12,2015
14-12-2015,Cabsguru,Cab search Comparison & Booking platform,0,New Delhi,Prashanth Ranganathan,Seed Funding,1.63,12,2015
14-12-2015,Whoop,Performance Optimization Platform for athletes,0,Boston,Infosys,Private Equity,24.456,12,2015
15-12-2015,BookEventz,Event Venue Booking Platform,0,Mumbai,Mumbai Angels,Seed Funding,0,12,2015
15-12-2015,BookEventz,Event Venue Booking Platform,0,Mumbai,Singapore Angel Network,Seed Funding,0,12,2015
15-12-2015,BookEventz,Event Venue Booking Platform,0,Mumbai,Zeeshan Hayat,Seed Funding,0,12,2015
15-12-2015,Deal Street Asia,Digital Media Platform,0,Singapore,Vijay Shekhar Sharma,Seed Funding,0,12,2015
15-12-2015,Deal Street Asia,Digital Media Platform,0,Singapore,Singapore Angel Network,Seed Funding,0,12,2015
15-12-2015,Streamoid,visual search and discovery platform,0,Bangalore,Undisclosed Investors,Seed Funding,8.152,12,2015
15-12-2015,Streamoid,visual search and discovery platform,0,Palo Alto,Undisclosed Investors,Seed Funding,8.152,12,2015
16-12-2015,Housejoy,Home services marketplace,0,Bangalore,Amazon,Private Equity,183.42,12,2015
16-12-2015,Housejoy,Home services marketplace,0,Bangalore,Vertex Ventures Southeast Asia (SEA),Private Equity,183.42,12,2015
